t,o,h,l,c,v
1728907200,64883.5,64977.4,64700,64832.3,6165823
1728910800,64832.3,65423.4,64575.2,65107.6,12699583
1728914400,65108,66266.3,65075.1,65881.7,26628522
1728918000,65880.1,66088.7,65790.5,65838.2,8176333
1728921600,65838.3,65984.1,65592,65675.6,7965066
1728925200,65673.9,65838.9,65516,65620.3,4403502
1728928800,65620,65930,65555,65739,4318240
1728932400,65739,66034,65545.6,65892,6025025
1728936000,65892,66014.4,65771.2,65885.7,1914573
1728939600,65888.5,65971.5,65679.1,65750.2,1570044
1728943200,65750.1,66616.8,65735.4,66427,10685820
1728946800,66427,66493.6,66022.3,66062.8,7729260
1728950400,66062.8,66300,65830.8,65900,7761165
1728954000,65900.1,65982.5,65711,65845.2,4110297
1728957600,65844.1,65902.6,65677,65745.2,2923522
1728961200,65745.2,65745.2,65293.5,65380.2,6164050
1728964800,65380.3,65667.9,65293.8,65574.9,4772157
1728968400,65574.9,65580.8,65136.1,65346.4,6467501
1728972000,65347.7,65591.1,65265.8,65537.6,4928268
1728975600,65537.6,65837.5,65528.1,65628.1,5472054
1728979200,65628.1,65830,65601.9,65730.6,3569753
1728982800,65730.6,65748.8,65566.5,65610.8,2681122
1728986400,65608.2,65722,65542.1,65649.7,2949742
1728990000,65649.7,65690.3,65250.2,65374.2,8720227
1728993600,65378,65952.6,65358.8,65768.2,7522062
1728997200,65765.9,67747.5,65734.1,67618.9,26014995
1729000800,67619.2,67925.5,65138,65352.7,50956597
1729004400,65354.3,66277.9,64747.1,65985.9,29566616
1729008000,65986.7,67200,65953.4,66837.8,18449625
1729011600,66838.2,67027.1,66451,66765.2,9425273
1729015200,66765.2,67350,66711.4,66866.6,9678320
1729018800,66866.7,67033.3,66539.8,66930.7,7984594
1729022400,66930.8,66969.9,66331.1,66428.6,6976252
1729026000,66427,66579.6,66102.1,66402.5,5293716
1729029600,66402.6,66969.9,66377.9,66715.9,4545492
1729033200,66715.9,67133,66650,67037.6,4675124
1729036800,67037.6,67110,66714.9,66841.1,4622390
1729040400,66841.2,67522.1,66715,67340.4,8142851
1729044000,67340.4,67531.8,67200.1,67238.7,5001945
1729047600,67238.7,67254.4,67044.4,67057.8,3255805
1729051200,67056.2,67205.2,66844.8,66958.2,3493996
1729054800,66958,67326.9,66884,67178.4,5285322
1729058400,67178.5,67268.5,66916.5,67015,3947010
1729062000,67015.1,67015.1,66740,66946.4,5140206
1729065600,66946.5,67235.1,66880.7,67090.6,5371306
1729069200,67090.6,67431.2,67041.2,67384.1,5444977
